7.087781191,1.417556238,,1.567788041
6.11286211,1.222572422,,
6.264953852,1.25299077,,
5.740442038,1.148088408,,
11.87558603,2.375117207,,
6.697128057,1.339425611,,
7.672384977,1.534476995,,
6.916178942,1.383235788,,
6.45520997,1.291041994,,
8.42072773,1.684145546,,
6.681478977,1.336295795,,
6.31364584,1.262729168,,
7.235328197,1.447065639,,
6.424160004,1.284832001,,
6.537626982,1.307525396,,
5.549657822,1.109931564,,
5.971996069,1.194399214,,
6.274718046,1.254943609,,
6.341634035,1.268326807,,
5.913577795,1.182715559,,
6.738034964,1.347606993,,
6.801792145,1.360358429,,
6.113262177,1.222652435,,
8.804297924,1.760859585,,
6.626801968,1.325360394,,
6.533879042,1.306775808,,
6.937757015,1.387551403,,
7.059023142,1.411804628,,
6.10697794,1.221395588,,
6.976582289,1.395316458,,
6.3872509,1.27745018,,
6.612171888,1.322434378,,
6.763609171,1.352721834,,
6.170848846,1.234169769,,
6.606880903,1.321376181,,
6.378998995,1.275799799,,
7.470869064,1.494173813,,
6.620573997,1.324114799,,
7.033873081,1.406774616,,
7.126269817,1.425253963,,
6.754458189,1.350891638,,
6.421637297,1.284327459,,
6.78792119,1.357584238,,
6.459308147,1.291861629,,
6.860037804,1.372007561,,
7.723757029,1.544751406,,
6.735411882,1.347082376,,
7.124168873,1.424833775,,
6.179431915,1.235886383,,
6.527984858,1.305596972,,
6.769322872,1.353864574,,
11.77491903,2.354983807,,
6.956707954,1.391341591,,
13.13174129,2.626348257,,
6.486421108,1.297284222,,
7.042652845,1.408530569,,
6.702691078,1.340538216,,
6.879126072,1.375825214,,
6.301035166,1.260207033,,
7.353199244,1.470639849,,
9.150312901,1.83006258,,
18.16089487,3.632178974,,
7.399768114,1.479953623,,
6.345832825,1.269166565,,
7.052732229,1.410546446,,
7.482278109,1.496455622,,
7.61507678,1.523015356,,
6.998201132,1.399640226,,
6.738857031,1.347771406,,
7.430059195,1.486011839,,
7.324553013,1.464910603,,
6.978452921,1.395690584,,
7.303709984,1.460741997,,
6.243516922,1.248703384,,
7.055076122,1.411015224,,
6.86790514,1.373581028,,
6.837557077,1.367511415,,
8.609788895,1.721957779,,
6.830435038,1.366087008,,
6.373654842,1.274730968,,
8.077797174,1.615559435,,
7.152957916,1.430591583,,
8.836244822,1.767248964,,
6.842818737,1.368563747,,
8.544711828,1.708942366,,
7.482311964,1.496462393,,
6.521636009,1.304327202,,
6.361303091,1.272260618,,
6.702468157,1.340493631,,
6.04224515,1.20844903,,
6.938648224,1.387729645,,
7.027199984,1.405439997,,
6.400324106,1.280064821,,
7.083017826,1.416603565,,
10.68818617,2.137637234,,
6.862558126,1.372511625,,
10.09796786,2.019593573,,
7.170964956,1.434192991,,
6.832394123,1.366478825,,
7.155256748,1.43105135,,
6.944178104,1.388835621,,
6.714515209,1.342903042,,
7.760620117,1.552124023,,
6.827646255,1.365529251,,
6.118503809,1.223700762,,
6.766607761,1.353321552,,
6.662722111,1.332544422,,
7.088699102,1.41773982,,
6.48274827,1.296549654,,
7.176079988,1.435215998,,
6.251916885,1.250383377,,
7.255906105,1.451181221,,
8.456873894,1.691374779,,
6.863274813,1.372654963,,
7.271631002,1.4543262,,
6.411175013,1.282235003,,
6.87876606,1.375753212,,
7.268255949,1.45365119,,
7.20132494,1.440264988,,
7.087781191,1.417556238,,
6.11286211,1.222572422,,
6.264953852,1.25299077,,
5.740442038,1.148088408,,
11.87558603,2.375117207,,
6.697128057,1.339425611,,
7.672384977,1.534476995,,
6.916178942,1.383235788,,
6.45520997,1.291041994,,
8.42072773,1.684145546,,
6.681478977,1.336295795,,
6.31364584,1.262729168,,
7.235328197,1.447065639,,
6.424160004,1.284832001,,
6.537626982,1.307525396,,
5.549657822,1.109931564,,
5.971996069,1.194399214,,
6.274718046,1.254943609,,
6.341634035,1.268326807,,
5.913577795,1.182715559,,
6.738034964,1.347606993,,
6.801792145,1.360358429,,
6.113262177,1.222652435,,
8.804297924,1.760859585,,
6.626801968,1.325360394,,
6.533879042,1.306775808,,
6.937757015,1.387551403,,
7.059023142,1.411804628,,
6.10697794,1.221395588,,
6.976582289,1.395316458,,
6.3872509,1.27745018,,
6.612171888,1.322434378,,
6.763609171,1.352721834,,
6.170848846,1.234169769,,
6.606880903,1.321376181,,
6.378998995,1.275799799,,
7.470869064,1.494173813,,
6.620573997,1.324114799,,
7.033873081,1.406774616,,
7.126269817,1.425253963,,
6.754458189,1.350891638,,
6.421637297,1.284327459,,
6.78792119,1.357584238,,
6.459308147,1.291861629,,
6.860037804,1.372007561,,
7.723757029,1.544751406,,
6.735411882,1.347082376,,
7.124168873,1.424833775,,
6.179431915,1.235886383,,
6.527984858,1.305596972,,
6.769322872,1.353864574,,
11.77491903,2.354983807,,
6.956707954,1.391341591,,
13.13174129,2.626348257,,
6.486421108,1.297284222,,
7.042652845,1.408530569,,
6.702691078,1.340538216,,
6.879126072,1.375825214,,
6.301035166,1.260207033,,
7.353199244,1.470639849,,
9.150312901,1.83006258,,
18.16089487,3.632178974,,
7.399768114,1.479953623,,
6.345832825,1.269166565,,
7.052732229,1.410546446,,
7.482278109,1.496455622,,
7.61507678,1.523015356,,
6.998201132,1.399640226,,
6.738857031,1.347771406,,
7.430059195,1.486011839,,
7.324553013,1.464910603,,
6.978452921,1.395690584,,
7.303709984,1.460741997,,
6.243516922,1.248703384,,
7.055076122,1.411015224,,
6.86790514,1.373581028,,
6.837557077,1.367511415,,
8.609788895,1.721957779,,
6.830435038,1.366087008,,
6.373654842,1.274730968,,
8.077797174,1.615559435,,
7.152957916,1.430591583,,
8.836244822,1.767248964,,
6.842818737,1.368563747,,
8.544711828,1.708942366,,
7.482311964,1.496462393,,
6.521636009,1.304327202,,
